Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,Number,Percent,Notes Number,Notes Percent
2011-15,Neighborhood (NTA),Brooklyn, Georgetown-Marine Park-Bergen Beach-Mill Basin,4745,Poverty,"3,849",8,,
2011-15,Neighborhood (NTA),Queens, Glen Oaks-Floral Park-New Hyde Park,8144,Poverty,"1,432",6.7,,
2011-15,Neighborhood (NTA),Queens, Glendale,8119,Poverty,"2,710",8.2,,
2011-15,Neighborhood (NTA),Manhattan, Gramercy,6121,Poverty,"2,317",9.3,,
2011-15,Neighborhood (NTA),Staten Island, Grasmere-Arrochar-Ft. Wadsworth,8514,Poverty,"1,955",12.5,,
2011-15,Neighborhood (NTA),Brooklyn, Gravesend,4726,Poverty,"6,844",23.3,,
2011-15,Neighborhood (NTA),Staten Island, Great Kills,8554,Poverty,"3,292",7.5,,
2011-15,Neighborhood (NTA),Brooklyn, Greenpoint,4776,Poverty,"4,197",12.8,,
2011-15,Neighborhood (NTA),Staten Island, Grymes Hill-Clifton-Fox Hills,8508,Poverty,"4,393",21.4,,
2011-15,Neighborhood (NTA),Manhattan, Hamilton Heights,6104,Poverty,"13,935",27,,
2011-15,Neighborhood (NTA),Queens, Hammels-Arverne-Edgemere,8112,Poverty,"8,650",24.1,,
2011-15,Neighborhood (NTA),Bronx, Highbridge,526,Poverty,"16,459",42.3,,
2011-15,Neighborhood (NTA),Queens, Hollis,8107,Poverty,"2,194",10.4,,
2011-15,Neighborhood (NTA),Brooklyn, Homecrest,4725,Poverty,"7,961",17.8,,
2011-15,Neighborhood (NTA),Manhattan, Hudson Yards-Chelsea-Flatiron-Union Square,6113,Poverty,"10,003",13.1,,
2011-15,Neighborhood (NTA),Queens, Hunters Point-Sunnyside-West Maspeth,8131,Poverty,"9,571",14.6,,
2011-15,Neighborhood (NTA),Bronx, Hunts Point,527,Poverty,"10,914",41.9,,
2011-15,Neighborhood (NTA),Queens, Jackson Heights,8128,Poverty,"18,726",17.8,,
2011-15,Neighborhood (NTA),Queens, Jamaica,8161,Poverty,"11,824",21.9,,
2011-15,Neighborhood (NTA),Queens, Jamaica Estates-Holliswood,8106,Poverty,"3,020",11.9,,
2011-15,Neighborhood (NTA),Brooklyn, Kensington-Ocean Parkway,4741,Poverty,"9,454",25.4,,
2011-15,Neighborhood (NTA),Queens, Kew Gardens,8160,Poverty,"2,619",11,,
2011-15,Neighborhood (NTA),Queens, Kew Gardens Hills,8137,Poverty,"4,637",12.2,,
2011-15,Neighborhood (NTA),Bronx, Kingsbridge Heights,530,Poverty,"10,135",33.4,,
2011-15,Neighborhood (NTA),Queens, Laurelton,8166,Poverty,"1,632",6,,
2011-15,Neighborhood (NTA),Manhattan, Lenox Hill-Roosevelt Island,6131,Poverty,"5,926",7.6,,
2011-15,Neighborhood (NTA),Manhattan, Lincoln Square,6114,Poverty,"4,780",8.2,,
2011-15,Neighborhood (NTA),Queens, Lindenwood-Howard Beach,8157,Poverty,"2,617",9.2,,
2011-15,Neighborhood (NTA),Bronx, Longwood,533,Poverty,"10,525",38.8,,
2011-15,Neighborhood (NTA),Manhattan, Lower East Side,6128,Poverty,"23,803",31.7,,
2011-15,Neighborhood (NTA),Brooklyn, Madison,4744,Poverty,"6,126",15.1,,
2011-15,Neighborhood (NTA),Manhattan, Manhattanville,6106,Poverty,"8,056",33.8,,
2011-15,Neighborhood (NTA),Manhattan, Marble Hill-Inwood,6101,Poverty,"13,911",26.9,,
2011-15,Neighborhood (NTA),Staten Island, Mariner's Harbor-Arlington-Port Ivory-Graniteville,8512,Poverty,"6,720",22.7,,
